task,devacc,acc,ndev,ntest,nhid,dropout
Length,83.73,84.87,9996,9996,50,0.0
Length,83.45,84.86,9996,9996,50,0.1
Length,83.04,83.99,9996,9996,50,0.2
Length,83.52,84.61,9996,9996,100,0.0
Length,83.81,84.59,9996,9996,100,0.1
Length,83.11,84.37,9996,9996,100,0.2
Length,83.96,85.08,9996,9996,200,0.0
Length,83.76,84.36,9996,9996,200,0.1
Length,82.29,83.41,9996,9996,200,0.2
WordContent,73.7,72.7,10000,10000,50,0.0
WordContent,73.7,72.7,10000,10000,50,0.1
WordContent,73.7,72.7,10000,10000,50,0.2
WordContent,73.7,72.7,10000,10000,100,0.0
WordContent,73.7,72.7,10000,10000,100,0.1
WordContent,73.7,72.7,10000,10000,100,0.2
WordContent,73.7,72.7,10000,10000,200,0.0
WordContent,73.7,72.7,10000,10000,200,0.1
WordContent,73.7,72.7,10000,10000,200,0.2
Depth,39.67,39.99,10000,10000,50,0.0
Depth,39.61,39.36,10000,10000,50,0.1
Depth,38.66,38.76,10000,10000,50,0.2
Depth,40.22,40.25,10000,10000,100,0.0
Depth,40.03,40.0,10000,10000,100,0.1
Depth,37.51,37.72,10000,10000,100,0.2
Depth,40.91,41.15,10000,10000,200,0.0
Depth,39.49,39.85,10000,10000,200,0.1
Depth,38.7,38.93,10000,10000,200,0.2
TopConstituents,75.88,75.9,10000,10000,50,0.0
TopConstituents,75.71,76.17,10000,10000,50,0.1
TopConstituents,75.63,75.96,10000,10000,50,0.2
TopConstituents,76.67,76.5,10000,10000,100,0.0
TopConstituents,76.05,76.35,10000,10000,100,0.1
TopConstituents,76.36,76.92,10000,10000,100,0.2
TopConstituents,76.11,76.09,10000,10000,200,0.0
TopConstituents,76.26,76.78,10000,10000,200,0.1
TopConstituents,75.89,76.55,10000,10000,200,0.2
BigramShift,87.39,86.88,10000,10000,50,0.0
BigramShift,87.18,86.33,10000,10000,50,0.1
BigramShift,87.04,86.42,10000,10000,50,0.2
BigramShift,87.28,86.62,10000,10000,100,0.0
BigramShift,87.32,86.61,10000,10000,100,0.1
BigramShift,87.1,86.48,10000,10000,100,0.2
BigramShift,87.25,86.74,10000,10000,200,0.0
BigramShift,87.08,86.33,10000,10000,200,0.1
BigramShift,86.99,86.43,10000,10000,200,0.2
Tense,85.86,84.06,10000,10000,50,0.0
Tense,85.79,84.88,10000,10000,50,0.1
Tense,85.66,84.77,10000,10000,50,0.2
Tense,86.22,84.84,10000,10000,100,0.0
Tense,86.03,84.25,10000,10000,100,0.1
Tense,85.6,84.28,10000,10000,100,0.2
Tense,85.74,84.57,10000,10000,200,0.0
Tense,85.97,84.06,10000,10000,200,0.1
Tense,85.51,84.25,10000,10000,200,0.2
SubjNumber,83.64,83.36,10000,10000,50,0.0
SubjNumber,83.38,83.73,10000,10000,50,0.1
SubjNumber,82.83,82.55,10000,10000,50,0.2
SubjNumber,83.56,83.49,10000,10000,100,0.0
SubjNumber,83.03,83.1,10000,10000,100,0.1
SubjNumber,82.78,82.85,10000,10000,100,0.2
SubjNumber,83.62,83.5,10000,10000,200,0.0
SubjNumber,83.09,82.75,10000,10000,200,0.1
SubjNumber,82.9,82.77,10000,10000,200,0.2
ObjNumber,80.3,81.53,10000,10000,50,0.0
ObjNumber,80.34,81.41,10000,10000,50,0.1
ObjNumber,80.37,81.13,10000,10000,50,0.2
ObjNumber,80.3,81.23,10000,10000,100,0.0
ObjNumber,80.47,81.61,10000,10000,100,0.1
ObjNumber,80.27,81.43,10000,10000,100,0.2
ObjNumber,80.3,81.43,10000,10000,200,0.0
ObjNumber,80.4,81.45,10000,10000,200,0.1
ObjNumber,80.46,81.29,10000,10000,200,0.2
OddManOut,61.59,61.3,10000,10000,50,0.0
OddManOut,61.55,60.85,10000,10000,50,0.1
OddManOut,50.19,49.87,10000,10000,50,0.2
OddManOut,62.0,61.4,10000,10000,100,0.0
OddManOut,61.57,61.24,10000,10000,100,0.1
OddManOut,50.19,49.87,10000,10000,100,0.2
OddManOut,62.02,61.45,10000,10000,200,0.0
OddManOut,61.72,61.2,10000,10000,200,0.1
OddManOut,52.9,52.49,10000,10000,200,0.2
CoordinationInversion,53.6,52.64,10002,10002,50,0.0
CoordinationInversion,50.59,50.81,10002,10002,50,0.1
CoordinationInversion,50.62,50.56,10002,10002,50,0.2
CoordinationInversion,50.29,50.27,10002,10002,100,0.0
CoordinationInversion,50.15,50.16,10002,10002,100,0.1
CoordinationInversion,50.26,50.22,10002,10002,100,0.2
CoordinationInversion,50.56,49.61,10002,10002,200,0.0
CoordinationInversion,50.0,50.0,10002,10002,200,0.1
CoordinationInversion,50.0,50.0,10002,10002,200,0.2
