10.371713236106766
step,acc
100,0.49082568287849426
200,0.49082568287849426
300,0.5091742873191833
400,0.5091742873191833
500,0.5091742873191833
600,0.5091742873191833
700,0.5091742873191833
800,0.5091742873191833
900,0.5091742873191833
1000,0.5091742873191833
1100,0.5091742873191833
1200,0.5091742873191833
1300,0.5091742873191833
1400,0.5091742873191833
1500,0.5091742873191833
1600,0.5091742873191833
1700,0.5091742873191833
1800,0.5091742873191833
1900,0.5091742873191833
2000,0.5091742873191833
2100,0.5091742873191833
2200,0.5091742873191833
2300,0.5091742873191833
2400,0.5091742873191833
2500,0.5091742873191833
2600,0.5091742873191833
2700,0.5091742873191833
2800,0.5091742873191833
2900,0.5091742873191833
3000,0.5091742873191833
3100,0.5091742873191833
3200,0.5091742873191833
3300,0.5091742873191833
3400,0.5091742873191833
3500,0.5091742873191833
3600,0.5091742873191833
3700,0.5091742873191833
3800,0.5091742873191833
3900,0.5091742873191833
4000,0.5091742873191833
4100,0.5091742873191833
4200,0.5091742873191833
4300,0.5091742873191833
4400,0.5091742873191833
4500,0.5091742873191833
4600,0.5091742873191833
4700,0.5091742873191833
4800,0.5091742873191833
4900,0.5091742873191833
5000,0.5091742873191833
5100,0.5091742873191833
5200,0.5137614607810974
5300,0.5183486342430115
5400,0.603210985660553
5500,0.6525229215621948
5600,0.7144495248794556
5700,0.7213302850723267
5800,0.7167431116104126
5900,0.7580274939537048
6000,0.7786697149276733
6100,0.7660550475120544
6200,0.7809633016586304
6300,0.7763761281967163
6400,0.76949542760849
6500,0.7924311757087708
6600,0.7740825414657593
6700,0.7809633016586304
6800,0.7844036817550659
6900,0.8027523159980774
7000,0.786697268486023
7100,0.78899085521698
7200,0.7809633016586304
7300,0.8073394298553467
7400,0.7878440618515015
7500,0.7981651425361633
7600,0.78899085521698
7700,0.7901375889778137
7800,0.7924311757087708
7900,0.8119266033172607
8000,0.7970183491706848
8100,0.8016055226325989
8200,0.7993119359016418
8300,0.8050458431243896
8400,0.7970183491706848
8500,0.8084862232208252
8600,0.8004587292671204
8700,0.8188073635101318
8800,0.8130733966827393
8900,0.8004587292671204
9000,0.8165137767791748
9100,0.8073394298553467
9200,0.7935779690742493
9300,0.8199541568756104
9400,0.8199541568756104
9500,0.8061926364898682
9600,0.8176605701446533
9700,0.8073394298553467
9800,0.8188073635101318
9900,0.8084862232208252
10000,0.8176605701446533
10100,0.8176605701446533
10200,0.8211008906364441
10300,0.8165137767791748
10400,0.8119266033172607
10500,0.8096330165863037
10600,0.8233944773674011
10700,0.8107798099517822
10800,0.8188073635101318
10900,0.8096330165863037
11000,0.8233944773674011
11100,0.8222476840019226
11200,0.8176605701446533
11300,0.8142201900482178
11400,0.8211008906364441
11500,0.8176605701446533
11600,0.8199541568756104
11700,0.8211008906364441
11800,0.8233944773674011
11900,0.8199541568756104
12000,0.8188073635101318
12100,0.8199541568756104
12200,0.8233944773674011
12300,0.8222476840019226
12400,0.8211008906364441
12500,0.8199541568756104
12600,0.8245412707328796
12700,0.8233944773674011
12800,0.8348624110221863
12900,0.8199541568756104
13000,0.8302752375602722
13100,0.8233944773674011
13200,0.8153669834136963
13300,0.8188073635101318
13400,0.8291284441947937
13500,0.8188073635101318
13600,0.8233944773674011
13700,0.8233944773674011
13800,0.8222476840019226
13900,0.8256880640983582
14000,0.8211008906364441
14100,0.8165137767791748
14200,0.8222476840019226
14300,0.8256880640983582
14400,0.8245412707328796
14500,0.8188073635101318
14600,0.8268348574638367
14700,0.8176605701446533
14800,0.8153669834136963
14900,0.8096330165863037
15000,0.8188073635101318
15100,0.8222476840019226
15200,0.8119266033172607
15300,0.8130733966827393
15400,0.8061926364898682
15500,0.8084862232208252
15600,0.8130733966827393
15700,0.8119266033172607
15800,0.8130733966827393
15900,0.8188073635101318
16000,0.8165137767791748
16100,0.8199541568756104
16200,0.8176605701446533
16300,0.8211008906364441
16400,0.8165137767791748
16500,0.8233944773674011
16600,0.8188073635101318
16700,0.8199541568756104
16800,0.8188073635101318
16900,0.8211008906364441
17000,0.8153669834136963
17100,0.8153669834136963
17200,0.8245412707328796
17300,0.8165137767791748
17400,0.8291284441947937
17500,0.8176605701446533
17600,0.8222476840019226
17700,0.8222476840019226
17800,0.8176605701446533
17900,0.8211008906364441
18000,0.8165137767791748
18100,0.8165137767791748
18200,0.8233944773674011
18300,0.8256880640983582
18400,0.8245412707328796
18500,0.8211008906364441
18600,0.8165137767791748
18700,0.8279816508293152
18800,0.8233944773674011
18900,0.8211008906364441
19000,0.8245412707328796
19100,0.8291284441947937
19200,0.8314220309257507
19300,0.8325688242912292
19400,0.8245412707328796
19500,0.8176605701446533
19600,0.8222476840019226
19700,0.8199541568756104
19800,0.8199541568756104
19900,0.8211008906364441
20000,0.8256880640983582
20100,0.8245412707328796
20200,0.8279816508293152
20300,0.8325688242912292
20400,0.8256880640983582
20500,0.8245412707328796
20600,0.8233944773674011
20700,0.8256880640983582
20800,0.8188073635101318
20900,0.8325688242912292
21000,0.8256880640983582
21100,0.8176605701446533
21200,0.8245412707328796
21300,0.8314220309257507
21400,0.8233944773674011
21500,0.8268348574638367
21600,0.8233944773674011
21700,0.8222476840019226
21800,0.8256880640983582
21900,0.8348624110221863
22000,0.8291284441947937
22100,0.8291284441947937
22200,0.8279816508293152
22300,0.8291284441947937
22400,0.8337156176567078
22500,0.8268348574638367
22600,0.8222476840019226
22700,0.8176605701446533
22800,0.8188073635101318
22900,0.8325688242912292
23000,0.8222476840019226
23100,0.8211008906364441
23200,0.8245412707328796
23300,0.8279816508293152
23400,0.8291284441947937
23500,0.8371559381484985
23600,0.83600914478302
23700,0.8291284441947937
23800,0.8211008906364441
23900,0.8314220309257507
24000,0.8142201900482178
24100,0.8211008906364441
24200,0.83600914478302
24300,0.8222476840019226
24400,0.8233944773674011
24500,0.8199541568756104
24600,0.8291284441947937
24700,0.8314220309257507
24800,0.8222476840019226
24900,0.8142201900482178
25000,0.8176605701446533
25100,0.8107798099517822
25200,0.8073394298553467
25300,0.8165137767791748
25400,0.8222476840019226
25500,0.8222476840019226
25600,0.8165137767791748
25700,0.8188073635101318
25800,0.8176605701446533
25900,0.8314220309257507
26000,0.8279816508293152
26100,0.8199541568756104
26200,0.8233944773674011
26300,0.8291284441947937
26400,0.83600914478302
26500,0.8199541568756104
26600,0.8291284441947937
26700,0.8256880640983582
26800,0.8268348574638367
26900,0.8256880640983582
27000,0.8394495248794556
27100,0.8371559381484985
27200,0.8314220309257507
27300,0.8337156176567078
27400,0.8245412707328796
27500,0.8337156176567078
27600,0.8302752375602722
27700,0.8371559381484985
27800,0.8211008906364441
27900,0.838302731513977
28000,0.8394495248794556
28100,0.8394495248794556
28200,0.8268348574638367
28300,0.838302731513977
28400,0.8302752375602722
28500,0.8314220309257507
28600,0.8325688242912292
28700,0.8279816508293152
28800,0.83600914478302
28900,0.8348624110221863
29000,0.8337156176567078
29100,0.8451834917068481
29200,0.8440366983413696
29300,0.8268348574638367
29400,0.8417431116104126
29500,0.8268348574638367
29600,0.8371559381484985
29700,0.8325688242912292
29800,0.8417431116104126
29900,0.8371559381484985
30000,0.8176605701446533
30100,0.838302731513977
30200,0.8348624110221863
30300,0.8405963182449341
30400,0.8371559381484985
30500,0.8291284441947937
30600,0.8256880640983582
30700,0.8314220309257507
30800,0.8268348574638367
30900,0.83600914478302
31000,0.8199541568756104
31100,0.8222476840019226
31200,0.8314220309257507
31300,0.8371559381484985
31400,0.8199541568756104
31500,0.8245412707328796
31600,0.8314220309257507
31700,0.8371559381484985
31800,0.8348624110221863
31900,0.8245412707328796
32000,0.8348624110221863
32100,0.83600914478302
32200,0.8302752375602722
32300,0.8256880640983582
32400,0.8348624110221863
32500,0.8348624110221863
32600,0.8314220309257507
32700,0.8325688242912292
32800,0.8325688242912292
32900,0.8348624110221863
33000,0.8279816508293152
33100,0.8302752375602722
33200,0.8337156176567078
33300,0.8348624110221863
33400,0.83600914478302
33500,0.8291284441947937
33600,0.8394495248794556
33700,0.8291284441947937
33800,0.8222476840019226
33900,0.8302752375602722
34000,0.838302731513977
34100,0.83600914478302
34200,0.8337156176567078
34300,0.8314220309257507
34400,0.8279816508293152
34500,0.8337156176567078
34600,0.8302752375602722
34700,0.8405963182449341
34800,0.83600914478302
34900,0.8428899049758911
35000,0.8371559381484985
35100,0.8314220309257507
35200,0.8394495248794556
35300,0.8291284441947937
35400,0.8440366983413696
35500,0.83600914478302
35600,0.838302731513977
35700,0.83600914478302
35800,0.8348624110221863
35900,0.838302731513977
36000,0.83600914478302
36100,0.8451834917068481
36200,0.8371559381484985
36300,0.8417431116104126
36400,0.838302731513977
36500,0.8371559381484985
36600,0.8291284441947937
