4.091997462643517
step,acc
29,0.4873853325843811
59,0.48853209614753723
89,0.48967888951301575
119,0.5504587292671204
149,0.6020641922950745
179,0.5756880640983582
209,0.6972476840019226
239,0.7121559381484985
269,0.8405963182449341
299,0.8509174585342407
329,0.8669725060462952
359,0.8669725060462952
389,0.8658257126808167
419,0.9013761281967163
449,0.9013761281967163
479,0.9036697149276733
509,0.8853210806846619
539,0.9082568883895874
569,0.89449542760849
599,0.9025229215621948
629,0.9105504751205444
659,0.8876146674156189
689,0.8933486342430115
719,0.9048165082931519
749,0.8990825414657593
779,0.9002293348312378
809,0.911697268486023
839,0.9071100950241089
869,0.8704128265380859
899,0.9128440618515015
929,0.911697268486023
959,0.9266055226325989
989,0.9220183491706848
1019,0.9082568883895874
1049,0.8956422209739685
1079,0.911697268486023
1109,0.9128440618515015
1139,0.9162843823432922
1169,0.9243119359016418
1199,0.9036697149276733
1229,0.9013761281967163
1259,0.9162843823432922
1289,0.9174311757087708
1319,0.9300458431243896
1349,0.892201840877533
1379,0.8990825414657593
1409,0.9036697149276733
1439,0.9094036817550659
1469,0.9162843823432922
1499,0.8910550475120544
1529,0.8979358077049255
1559,0.8899082541465759
1589,0.9174311757087708
1619,0.8715596199035645
1649,0.9151375889778137
1679,0.9036697149276733
1709,0.8887614607810974
1739,0.9025229215621948
1769,0.8990825414657593
1799,0.9048165082931519
1829,0.9002293348312378
1859,0.9094036817550659
1889,0.9036697149276733
1919,0.8853210806846619
1949,0.8887614607810974
1979,0.8887614607810974
2009,0.9094036817550659
2039,0.8910550475120544
2069,0.9220183491706848
2099,0.9071100950241089
2129,0.9025229215621948
2159,0.9048165082931519
2189,0.8990825414657593
2219,0.8830274939537048
2249,0.8979358077049255
2279,0.8990825414657593
2309,0.8956422209739685
2339,0.8899082541465759
2369,0.8876146674156189
2399,0.8956422209739685
2429,0.9002293348312378
2459,0.8990825414657593
2489,0.8956422209739685
2519,0.8899082541465759
2549,0.857798159122467
2579,0.8841742873191833
2609,0.8818807601928711
2639,0.892201840877533
2669,0.8600917458534241
2699,0.6731651425361633
2729,0.7924311757087708
2759,0.732798159122467
2789,0.8233944773674011
2819,0.8612385392189026
2849,0.8268348574638367
2879,0.7947247624397278
2909,0.7901375889778137
2939,0.8302752375602722
2969,0.83600914478302
2999,0.8371559381484985
3029,0.8417431116104126
3059,0.8337156176567078
3089,0.8692660331726074
3119,0.8268348574638367
3149,0.8635321259498596
3179,0.8692660331726074
3209,0.8646789193153381
3239,0.8715596199035645
3269,0.8876146674156189
3299,0.8956422209739685
3329,0.8887614607810974
3359,0.8887614607810974
3389,0.8704128265380859
3419,0.872706413269043
3449,0.8990825414657593
3479,0.877293586730957
3509,0.8348624110221863
3539,0.8807339668273926
3569,0.896789014339447
3599,0.8669725060462952
3629,0.8600917458534241
3659,0.9094036817550659
3689,0.9025229215621948
3719,0.9048165082931519
3749,0.8887614607810974
3779,0.8876146674156189
3809,0.8887614607810974
3839,0.8818807601928711
3869,0.8818807601928711
3899,0.8612385392189026
3929,0.8933486342430115
3959,0.8589449524879456
3989,0.8704128265380859
4019,0.8681192398071289
4049,0.8681192398071289
4079,0.857798159122467
4109,0.8761467933654785
4139,0.8818807601928711
4169,0.8761467933654785
4199,0.8795871734619141
4229,0.8566513657569885
4259,0.8979358077049255
4289,0.8818807601928711
4319,0.877293586730957
4349,0.89449542760849
4379,0.8830274939537048
4409,0.7993119359016418
4439,0.8027523159980774
4469,0.8600917458534241
4499,0.877293586730957
4529,0.8864678740501404
4559,0.877293586730957
4589,0.8876146674156189
4619,0.8704128265380859
4649,0.872706413269043
4679,0.8818807601928711
4709,0.8256880640983582
4739,0.8188073635101318
4769,0.8715596199035645
4799,0.8933486342430115
4829,0.8979358077049255
4859,0.8417431116104126
4889,0.8612385392189026
4919,0.8853210806846619
4949,0.8681192398071289
4979,0.8738532066345215
5009,0.875
5039,0.8658257126808167
5069,0.8864678740501404
5099,0.875
5129,0.8910550475120544
5159,0.8807339668273926
5189,0.8990825414657593
5219,0.8876146674156189
5249,0.8807339668273926
5279,0.8910550475120544
5309,0.8864678740501404
5339,0.8979358077049255
5369,0.8910550475120544
5399,0.9048165082931519
5429,0.8979358077049255
5459,0.875
5489,0.8876146674156189
5519,0.89449542760849
5549,0.892201840877533
5579,0.9002293348312378
5609,0.9013761281967163
5639,0.896789014339447
5669,0.8876146674156189
5699,0.8853210806846619
5729,0.8899082541465759
5759,0.8807339668273926
5789,0.8761467933654785
5819,0.8899082541465759
5849,0.8795871734619141
5879,0.8818807601928711
5909,0.8818807601928711
5939,0.8830274939537048
5969,0.892201840877533
5999,0.8956422209739685
6029,0.892201840877533
6059,0.89449542760849
6089,0.875
6119,0.872706413269043
6149,0.8692660331726074
6179,0.8933486342430115
6209,0.896789014339447
6239,0.8807339668273926
6269,0.8853210806846619
6299,0.8864678740501404
6329,0.8795871734619141
6359,0.89449542760849
6389,0.896789014339447
6419,0.8589449524879456
6449,0.875
6479,0.8807339668273926
6509,0.8623853325843811
6539,0.8566513657569885
6569,0.8910550475120544
6599,0.89449542760849
6629,0.8910550475120544
6659,0.8658257126808167
6689,0.89449542760849
6719,0.911697268486023
6749,0.9013761281967163
6779,0.9082568883895874
6809,0.9071100950241089
6839,0.8979358077049255
6869,0.9151375889778137
6899,0.9002293348312378
6929,0.8853210806846619
6959,0.8876146674156189
6989,0.8887614607810974
7019,0.8887614607810974
7049,0.8841742873191833
7079,0.9002293348312378
7109,0.892201840877533
7139,0.9025229215621948
7169,0.9048165082931519
7199,0.9082568883895874
7229,0.9025229215621948
7259,0.9002293348312378
7289,0.8990825414657593
7319,0.8979358077049255
7349,0.9002293348312378
7379,0.911697268486023
7409,0.9059633016586304
7439,0.9036697149276733
7469,0.9036697149276733
7499,0.9025229215621948
7529,0.9082568883895874
7559,0.9071100950241089
7589,0.8990825414657593
7619,0.8841742873191833
7649,0.8864678740501404
7679,0.892201840877533
7709,0.9025229215621948
7739,0.8979358077049255
7769,0.8979358077049255
7799,0.89449542760849
7829,0.9048165082931519
7859,0.9002293348312378
7889,0.8956422209739685
7919,0.9002293348312378
7949,0.8979358077049255
7979,0.8956422209739685
8009,0.892201840877533
8039,0.8979358077049255
8069,0.9002293348312378
8099,0.9002293348312378
8129,0.9082568883895874
8159,0.9059633016586304
8189,0.896789014339447
8219,0.8933486342430115
8249,0.9231651425361633
8279,0.9094036817550659
8309,0.9013761281967163
8339,0.9048165082931519
8369,0.9048165082931519
8399,0.9105504751205444
8429,0.9025229215621948
8459,0.9105504751205444
8489,0.8979358077049255
8519,0.892201840877533
8549,0.9105504751205444
8579,0.9128440618515015
8609,0.911697268486023
8639,0.9013761281967163
8669,0.9151375889778137
8699,0.91399085521698
8729,0.9197247624397278
8759,0.9025229215621948
8789,0.9036697149276733
8819,0.91399085521698
8849,0.9162843823432922
8879,0.9128440618515015
8909,0.91399085521698
8939,0.9048165082931519
8969,0.9071100950241089
8999,0.9105504751205444
9029,0.9059633016586304
9059,0.8933486342430115
9089,0.9025229215621948
9119,0.9025229215621948
9149,0.8807339668273926
9179,0.9025229215621948
9209,0.8910550475120544
9239,0.8990825414657593
9269,0.9036697149276733
9299,0.8979358077049255
9329,0.911697268486023
9359,0.9071100950241089
9389,0.8979358077049255
9419,0.9036697149276733
9449,0.9082568883895874
9479,0.9082568883895874
9509,0.9082568883895874
9539,0.9071100950241089
9569,0.9059633016586304
9599,0.9002293348312378
9629,0.9013761281967163
9659,0.9013761281967163
9689,0.9105504751205444
9719,0.91399085521698
9749,0.9151375889778137
9779,0.9162843823432922
9809,0.9151375889778137
9839,0.9059633016586304
9869,0.9094036817550659
9899,0.9094036817550659
9929,0.9071100950241089
9959,0.9094036817550659
9989,0.9082568883895874
10019,0.9048165082931519
10049,0.9048165082931519
10079,0.911697268486023
10109,0.911697268486023
10139,0.9025229215621948
10169,0.9151375889778137
10199,0.9128440618515015
10229,0.9151375889778137
10259,0.9105504751205444
10289,0.9174311757087708
10319,0.9220183491706848
10349,0.9220183491706848
10379,0.9162843823432922
10409,0.9162843823432922
10439,0.9185779690742493
10469,0.9185779690742493
10499,0.9243119359016418
10529,0.9185779690742493
10559,0.91399085521698
10589,0.9151375889778137
10619,0.9243119359016418
10649,0.9243119359016418
10679,0.9185779690742493
10709,0.9254587292671204
10739,0.9311926364898682
10769,0.9254587292671204
10799,0.9243119359016418
10829,0.9243119359016418
10859,0.9208715558052063
10889,0.9185779690742493
10919,0.9185779690742493
10949,0.9231651425361633
10979,0.9208715558052063
11009,0.9220183491706848
11039,0.9197247624397278
11069,0.9162843823432922
11099,0.9231651425361633
11129,0.9197247624397278
11159,0.911697268486023
11189,0.9151375889778137
11219,0.9231651425361633
11249,0.9231651425361633
11279,0.9094036817550659
11309,0.91399085521698
11339,0.9059633016586304
11369,0.91399085521698
11399,0.9197247624397278
11429,0.9162843823432922
11459,0.9162843823432922
11489,0.9151375889778137
11519,0.9151375889778137
11549,0.9174311757087708
11579,0.9185779690742493
11609,0.9197247624397278
11639,0.9185779690742493
11669,0.9174311757087708
11699,0.9220183491706848
11729,0.9185779690742493
11759,0.9162843823432922
11789,0.911697268486023
11819,0.9208715558052063
11849,0.9208715558052063
11879,0.9220183491706848
11909,0.9185779690742493
11939,0.9162843823432922
11969,0.9208715558052063
11999,0.9208715558052063
12029,0.9174311757087708
12059,0.9162843823432922
12089,0.91399085521698
12119,0.9151375889778137
12149,0.9174311757087708
12179,0.9162843823432922
12209,0.9220183491706848
12239,0.9208715558052063
12269,0.9151375889778137
12299,0.911697268486023
12329,0.911697268486023
12359,0.911697268486023
12389,0.9151375889778137
12419,0.9174311757087708
12449,0.9197247624397278
12479,0.9185779690742493
12509,0.9151375889778137
12539,0.9162843823432922
12569,0.9162843823432922
12599,0.9185779690742493
12629,0.9151375889778137
12659,0.9162843823432922
12689,0.9151375889778137
12719,0.9162843823432922
12749,0.9208715558052063
12779,0.9220183491706848
12809,0.9105504751205444
12839,0.9094036817550659
12869,0.9082568883895874
12899,0.911697268486023
12929,0.911697268486023
12959,0.9151375889778137
12989,0.9174311757087708
13019,0.9197247624397278
13049,0.9185779690742493
13079,0.911697268486023
13109,0.91399085521698
13139,0.9151375889778137
13169,0.9105504751205444
13199,0.9105504751205444
13229,0.9128440618515015
13259,0.9197247624397278
13289,0.9162843823432922
13319,0.9185779690742493
13349,0.91399085521698
13379,0.9105504751205444
13409,0.9220183491706848
13439,0.91399085521698
13469,0.911697268486023
13499,0.9162843823432922
13529,0.9162843823432922
13559,0.9185779690742493
13589,0.9128440618515015
13619,0.9105504751205444
13649,0.91399085521698
13679,0.9174311757087708
13709,0.9162843823432922
13739,0.9174311757087708
13769,0.9162843823432922
13799,0.9162843823432922
13829,0.9185779690742493
13859,0.91399085521698
13889,0.9185779690742493
13919,0.9162843823432922
13949,0.9162843823432922
13979,0.9185779690742493
14009,0.9208715558052063
14039,0.9185779690742493
14069,0.9162843823432922
14099,0.9197247624397278
14129,0.9231651425361633
14159,0.9231651425361633
14189,0.9197247624397278
14219,0.9197247624397278
14249,0.9174311757087708
14279,0.9151375889778137
14309,0.9220183491706848
14339,0.9197247624397278
14369,0.9174311757087708
14399,0.9185779690742493
14429,0.9185779690742493
14459,0.9197247624397278
14489,0.9174311757087708
14519,0.91399085521698
14549,0.9185779690742493
14579,0.9197247624397278
14609,0.9231651425361633
14639,0.9162843823432922
14669,0.9162843823432922
14699,0.9243119359016418
14729,0.9151375889778137
14759,0.9174311757087708
14789,0.9197247624397278
14819,0.9220183491706848
14849,0.9162843823432922
14879,0.9197247624397278
14909,0.9185779690742493
14939,0.9162843823432922
14969,0.9162843823432922
14999,0.9174311757087708
15029,0.9185779690742493
15059,0.9197247624397278
15089,0.9208715558052063
15119,0.9208715558052063
15149,0.9151375889778137
15179,0.9185779690742493
15209,0.9151375889778137
15239,0.9185779690742493
15269,0.9185779690742493
15299,0.9151375889778137
15329,0.9162843823432922
15359,0.9174311757087708
15389,0.9174311757087708
15419,0.9185779690742493
15449,0.9151375889778137
